Price,Close,High,Low,Open,Volume,Adj Close
Ticker,PLD,PLD,PLD,PLD,PLD,
Date,,,,,,
2015-01-02,32.218788146972656,32.27071781130714,31.944302374068325,32.12976626953561,1971000,32.218788146972656
2015-01-05,32.196529388427734,32.47101512725913,31.944298408704416,32.13717959086737,3034000,32.196529388427734
2015-01-06,32.307804107666016,32.59712727881658,32.24845714356141,32.34489631397564,3641400,32.307804107666016
2015-01-07,32.79743194580078,32.94580361617973,32.30039010447867,32.441341634863846,2574000,32.79743194580078
2015-01-08,32.804847717285156,32.982891434067035,32.649055927658694,32.9457992289003,2414000,32.804847717285156
2015-01-09,32.75292205810547,33.0051530459329,32.47843348050071,32.864198687175275,2246800,32.75292205810547
2015-01-12,33.086753845214844,33.1461036430138,32.775175896632675,32.84194300417944,2328800,33.086753845214844
2015-01-13,32.42650604248047,33.131269394689284,32.22620470048716,33.042247519343725,3051100,32.42650604248047
2015-01-14,32.433921813964844,32.44875926284953,31.959134769471053,32.1891081522986,3255900,32.433921813964844
2015-01-15,32.471012115478516,32.70840562379281,32.28554826023586,32.530359077580165,2422300,32.471012115478516
2015-01-16,32.75292205810547,32.80485171766222,32.15943538324972,32.47101617054441,3229500,32.75292205810547
2015-01-20,32.522945404052734,32.990315163895154,32.31522676854684,32.91612791553293,2173300,32.522945404052734
2015-01-21,32.66389846801758,32.81969028193198,32.292970698614866,32.38941271104677,2881000,32.66389846801758
2015-01-22,33.47251510620117,33.49477269273636,32.76033459605842,32.90128610433028,4264100,33.47251510620117
2015-01-23,33.61346435546875,33.776670595613176,33.39832564124046,33.47993017628936,4720800,33.61346435546875
2015-01-26,34.01407241821289,34.02149255774184,33.5392853667062,33.75442413378081,4010700,34.01407241821289
2015-01-27,34.96364212036133,35.282640135236896,34.140182260098975,34.169857152169605,7773400,34.96364212036133
2015-01-28,34.436927795410156,35.21587826298114,34.42951048626979,35.11201895529271,4958800,34.436927795410156
2015-01-29,34.30339813232422,34.55562910498668,33.98440005425246,34.429512203678435,3201700,34.30339813232422
2015-01-30,33.487361907958984,34.169870543290166,33.42801493051321,34.088265973091964,4935700,33.487361907958984
2015-02-02,33.494773864746094,33.68765503175949,32.79742794795437,33.665400274399374,4428200,33.494773864746094
2015-02-03,33.546714782714844,33.791525685739224,32.938393351012024,33.465110205055105,2705400,33.546714782714844
2015-02-04,33.50961685180664,33.702500896945345,33.190621540147255,33.45768718502805,2976200,33.50961685180664
2015-02-05,33.969566345214844,33.984403795823134,33.41317468219848,33.51703400650217,3874400,33.969566345214844
2015-02-06,33.116432189941406,33.87312521088873,32.94580574844658,33.86570790036914,4204100,33.116432189941406
2015-02-09,33.146114349365234,33.35383304884746,32.923558195640695,33.10902212873698,3971000,33.146114349365234
2015-02-10,33.29448318481445,33.368667619660584,32.82711332141042,33.190623844047956,3425600,33.29448318481445
2015-02-11,32.945796966552734,33.42800409046931,32.61196148306847,33.272212311540876,2112100,32.945796966552734
2015-02-12,33.21287536621094,33.220292676989544,32.73066809692065,33.064503681048194,1694900,33.21287536621094
2015-02-13,32.500694274902344,33.21287495900645,32.3523225915587,33.175782745659156,3539900,32.500694274902344
2015-02-17,32.42650604248047,32.71582925981934,32.241042151370486,32.530365368709354,2801000,32.42650604248047
2015-02-18,32.61196517944336,32.6490573862672,32.248457590634104,32.44133876409049,2427500,32.61196517944336
2015-02-19,31.78850746154785,32.47843331202779,31.662393383265417,32.47843331202779,3235400,31.78850746154785
2015-02-20,31.91461753845215,32.04073158973984,31.64013185097915,31.69947880748113,3098000,31.91461753845215
2015-02-23,32.24103546142578,32.32264000937411,31.929457547390854,32.018479404264575,2863400,32.24103546142578
2015-02-24,31.669815063476562,32.18169724702415,31.543700967790944,32.14460503240806,3980700,31.669815063476562
2015-02-25,31.825599670410156,32.1891072530912,31.66980787645006,31.66980787645006,2886100,31.825599670410156
2015-02-26,31.476924896240234,31.88494480086966,31.46950475745485,31.877527492038045,4129200,31.476924896240234
2015-02-27,31.68463897705078,31.766243512310805,31.39531586473132,31.565942243023482,2736200,31.68463897705078
2015-03-02,31.677227020263672,32.1297592795459,31.654969433280815,31.68464432928873,3509200,31.677227020263672
2015-03-03,31.640134811401367,31.721736530482488,31.417575921322797,31.558530262366407,2381400,31.640134811401367
2015-03-04,31.439836502075195,31.69206748222225,31.291464837879143,31.610462925416716,2526700,31.439836502075195
2015-03-05,31.647560119628906,31.86269892510773,31.558538239068707,31.617885216123987,3883200,31.647560119628906
2015-03-06,30.71282196044922,31.098584369384074,30.646054845450024,30.88344840323506,3911800,30.71282196044922
2015-03-09,30.757328033447266,30.91311700765079,30.564446850617298,30.809257691515107,3178800,30.757328033447266
2015-03-10,30.52734375,30.89827136382769,30.52734375,30.67571253156859,2379800,30.52734375
2015-03-11,30.95020866394043,31.091160173299137,30.542185923776632,30.72023246766209,3335900,30.95020866394043
2015-03-12,31.57337188720703,31.625301547107444,31.076327218219095,31.195023987984925,3261000,31.57337188720703
2015-03-13,31.49176025390625,32.08524396943102,31.358226064168978,31.595619550378885,4341300,31.49176025390625
2015-03-16,32.022987365722656,32.29982080806574,31.753634674076853,31.813492096291025,3194100,32.022987365722656
2015-03-17,32.00802230834961,32.11276994076869,31.79852704351145,31.90327467593053,4146900,32.00802230834961
2015-03-18,32.546722412109375,32.64398927825246,31.873340806747176,31.95564332008683,3735100,32.546722412109375
2015-03-19,32.6814079284668,32.78615557340431,32.29982396001242,32.38961010209537,3884900,32.6814079284668
2015-03-20,33.212615966796875,33.257509019195965,32.68887510543984,32.703839456239535,8011000,33.212615966796875
2015-03-23,33.46702194213867,33.58673395776307,33.137814612711445,33.21263355216686,3777400,33.46702194213867
2015-03-24,33.205142974853516,33.63909783277974,33.205142974853516,33.377228768010355,3197000,33.205142974853516
2015-03-25,32.63650894165039,33.34730007309136,32.62902819157909,33.26499755151331,2522200,32.63650894165039
2015-03-26,32.224998474121094,32.59161801098649,32.11276724642632,32.44197732544635,3573500,32.224998474121094
2015-03-27,32.20255661010742,32.35967806136096,32.09780897593839,32.21752096558285,2906100,32.20255661010742
2015-03-30,32.89089584350586,32.91334380107292,32.105285828465675,32.24744290698349,2765800,32.89089584350586
2015-03-31,32.591617584228516,32.98816296968259,32.509315065551185,32.860967389683445,2655900,32.591617584228516
2015-04-01,32.46442413330078,32.77866987484493,32.26989322979923,32.59161972164163,1918600,32.46442413330078
2015-04-02,32.61406707763672,32.68140525160378,32.41953616070913,32.516800192093406,2387500,32.61406707763672
2015-04-06,33.19765853881836,33.27996105830047,32.62902736064171,32.71132988012382,3176500,33.19765853881836
2015-04-07,32.43449020385742,33.21261940095097,32.42700945476311,33.09290743633338,3329300,32.43449020385742
2015-04-08,32.546722412109375,32.6888794825043,32.45693914944724,32.45693914944724,3044100,32.546722412109375
2015-04-09,31.70125961303711,32.51679840667714,31.641405047330093,32.50931765627334,3317300,31.70125961303711
2015-04-10,31.79104232788086,32.142694642262825,31.701256207726747,31.83593253379935,2030600,31.79104232788086
2015-04-13,31.746156692504883,32.00802580213651,31.72371158429624,31.81349487129005,2047100,31.746156692504883
2015-04-14,32.052913665771484,32.23996381488216,31.85838276652624,31.895792225516622,2393300,32.052913665771484
2015-04-15,31.98557472229004,32.232482283124945,31.940681660094956,32.12773180466975,1681100,31.98557472229004
2015-04-16,32.150184631347656,32.38960862432666,31.776084285548066,31.880831925706488,2718100,32.150184631347656
2015-04-17,32.08285140991211,32.20256342489031,31.776089193145506,31.95565578853301,3453900,32.08285140991211
2015-04-20,32.21004104614258,32.55421269897961,31.92572396789667,32.08284829128688,8130300,32.21004104614258
2015-04-21,31.993070602416992,32.50933107225507,31.806020369382335,32.47192159648015,5015400,31.993070602416992
2015-04-22,31.69378662109375,32.0903321352213,31.58155535845107,32.06040341796198,2952600,31.69378662109375
2015-04-23,31.84341049194336,32.090315143196285,31.67880548833604,31.693769839041984,4120000,31.84341049194336
2015-04-24,31.84341049194336,32.090315143196285,31.805998188099473,31.940674490294906,4549800,31.84341049194336
2015-04-27,31.76111602783203,32.11276836886013,31.70874221418617,31.955646927922547,2510200,31.76111602783203
2015-04-28,31.59650993347168,31.72370551535892,31.506726663653954,31.656367349455955,2479400,31.59650993347168
2015-04-29,30.736083984375,31.41694645976766,30.721119628918583,31.297234470275292,3649000,30.736083984375
2015-04-30,30.077665328979492,30.736082670113372,29.920543884644008,30.69118960566373,4598900,30.077665328979492
2015-05-01,30.242277145385742,30.45177532531153,30.062710538774784,30.227315639967955,3155500,30.242277145385742
2015-05-04,30.204870223999023,30.541561207524204,30.08515819143007,30.376956092431897,3073700,30.204870223999023
2015-05-05,29.561403274536133,30.212339825643216,29.523993816855633,30.062699140762554,3139700,29.561403274536133
2015-05-06,29.6362247467041,29.8157912834323,29.434210252265895,29.54644147834,4173900,29.6362247467041
2015-05-07,30.100114822387695,30.182417358798084,29.5688929926688,29.74097881690904,3379200,30.100114822387695
2015-05-08,30.489168167114258,31.00542544723225,30.444275112868183,30.444275112868183,2779100,30.489168167114258
2015-05-11,30.25722885131836,30.534065106489617,30.197374292199278,30.38442442745407,3966300,30.25722885131836
2015-05-12,30.189897537231445,30.27220007207978,29.726013895728986,30.002847359543125,3410000,30.189897537231445
2015-05-13,29.860681533813477,30.4742057091727,29.75593392155581,30.272191233750753,2418000,29.860681533813477
2015-05-14,30.130041122436523,30.391910213526277,29.987884023581945,30.077667304218572,2934400,30.130041122436523
2015-05-15,30.474218368530273,30.534075802776368,30.197384870540986,30.279687415549585,3541600,30.474218368530273
2015-05-18,30.36197853088379,30.444278190751376,30.22730220868813,30.33953057441219,2442000,30.36197853088379
2015-05-19,30.33953285217285,30.549030954737916,30.20485651986628,30.20485651986628,2402700,30.33953285217285
2015-05-20,30.489168167114258,30.676218278568946,30.152477395664178,30.384420561364944,3039600,30.489168167114258
2015-05-21,30.1749210357666,30.534056855915075,30.055206241559322,30.534056855915075,2607500,30.1749210357666
2015-05-22,30.137516021728516,30.347014108083005,30.01780405273672,30.144999625254645,1722700,30.137516021728516
2015-05-26,29.890613555908203,30.115073157680296,29.815791785878382,30.0477349917328,2870000,29.890613555908203
2015-05-27,30.204870223999023,30.332065864068532,29.8756628479744,29.905591569656636,2390700,30.204870223999023
2015-05-28,30.122562408447266,30.27220313657811,29.965440928281655,30.152491124905335,1537900,30.122562408447266
2015-05-29,29.621265411376953,30.204861035854176,29.553927235155804,30.10011339598997,4352700,29.621265411376953
2015-06-01,30.017812728881836,30.092634514976737,29.52400035729271,29.53148396298185,2589300,30.017812728881836
2015-06-02,30.05521583557129,30.062699439677,29.696079900782,29.980396919466365,2373600,30.05521583557129
2015-06-03,29.890613555908203,30.10759240775666,29.838239743966675,30.025289887803197,2610100,29.890613555908203
2015-06-04,29.972911834716797,30.040249991135994,29.71103995790513,29.838235521878403,3184200,29.972911834716797
2015-06-05,29.913057327270508,30.070178756095654,29.464138143724785,29.6811141317487,3446500,29.913057327270508
2015-06-08,29.77838134765625,30.100107812796722,29.778381347656246,29.98787944268451,3936200,29.77838134765625
2015-06-09,29.499025344848633,29.85389040832259,29.41597157423037,29.85389040832259,2222300,29.499025344848633
2015-06-10,29.740629196166992,30.012440438328966,29.468817954005022,29.544322676944837,2338100,29.740629196166992
2015-06-11,29.93694305419922,30.11814865582091,29.87653926685125,29.959593034349155,2681800,29.93694305419922
2015-06-12,29.665130615234375,29.997342792065538,29.64247775575632,29.929389974053368,2321400,29.665130615234375
2015-06-15,29.468822479248047,29.597179087850876,29.33291683729734,29.438623465645428,2536800,29.468822479248047
2015-06-16,29.597179412841797,29.70288316213944,29.438623788895335,29.47637471647147,2458100,29.597179412841797
2015-06-17,29.748191833496094,29.831242738355694,29.272521988222366,29.68023899845699,2674700,29.748191833496094
2015-06-18,30.012439727783203,30.238948130818688,29.70287757158556,29.80103226897816,3606500,30.012439727783203
2015-06-19,29.672693252563477,30.04265940474282,29.589639450224503,29.959605602403848,5699000,29.672693252563477
2015-06-22,29.612281799316406,29.959594958236995,29.597180851509687,29.89164213321242,3513800,29.612281799316406
2015-06-23,29.295177459716797,29.687793593450383,29.234776528487462,29.672692640589982,3385300,29.295177459716797
2015-06-24,29.15926170349121,29.461274896072354,29.15926170349121,29.310268299781782,2956900,29.15926170349121
2015-06-25,28.774202346801758,29.219670294933895,28.76665043163024,29.144165544277417,2614900,28.774202346801758
2015-06-26,28.872339248657227,29.008241955470908,28.585427133806213,28.77418457353794,3370200,28.872339248657227
2015-06-29,28.056921005249023,28.93275588734225,28.019170072786945,28.796850226309548,3460300,28.056921005249023
2015-06-30,28.01161766052246,28.87235445850851,27.958765779972197,28.351381807068076,5014400,28.01161766052246
2015-07-01,28.540124893188477,28.540124893188477,27.97385256244978,28.155060975578568,3097200,28.540124893188477
2015-07-02,28.638282775878906,29.000696762492577,28.49482813957673,28.759087438083462,2513800,28.638282775878906
2015-07-06,28.60808753967285,28.71379128364434,28.358929126055916,28.396680051729874,2991900,28.60808753967285
2015-07-07,29.21965980529785,29.280060703927834,28.811942938755344,28.811942938755344,3257100,29.21965980529785
2015-07-08,28.84969711303711,29.151710280869104,28.774195261184627,29.091306495218294,2008500,28.84969711303711
2015-07-09,28.879898071289062,29.197009295060795,28.728891492259745,29.06865557502298,2189200,28.879898071289062
2015-07-10,29.12151527404785,29.363124713359426,28.955407704441754,29.06111435432581,2259200,29.12151527404785
2015-07-13,29.332914352416992,29.536772798073578,29.098856895716033,29.34801529804461,3272000,29.332914352416992
2015-07-14,29.363122940063477,29.46882670335217,29.1064125662717,29.40087387263636,1672800,29.363122940063477
2015-07-15,29.446168899536133,29.589623557299024,29.2498623741653,29.355566109381193,2307400,29.446168899536133
2015-07-16,29.823694229125977,29.85389612972275,29.446179112301596,29.514131948538456,2275800,29.823694229125977
2015-07-17,29.823694229125977,29.876546115064446,29.453728147344904,29.748192357845806,2333000,29.823694229125977
2015-07-20,29.93694305419922,30.012444908173073,29.48392328972277,29.680232718392563,3225500,29.93694305419922
2015-07-21,30.435260772705078,30.525863567543453,29.559426075371668,29.861436351569893,4231300,30.435260772705078
2015-07-22,30.306909561157227,30.948686912569894,30.125703939265517,30.699525582204505,3893900,30.306909561157227
2015-07-23,30.140804290771484,30.45036943869155,29.87654487207344,30.412615624410414,3005600,30.140804290771484
2015-07-24,30.09549903869629,30.246505628676616,29.936943415311966,30.057748111253996,2195000,30.09549903869629
2015-07-27,30.163461685180664,30.29936737240977,29.906751262660368,30.04265694988947,2170500,30.163461685180664
2015-07-28,30.473011016845703,30.533411918652437,30.087944107010724,30.261603540205858,3057600,30.473011016845703
2015-07-29,30.68442726135254,30.81278389471152,30.314464071518337,30.47301972430442,2050100,30.68442726135254
2015-07-30,30.35220718383789,30.676870320756063,30.208749637630227,30.540964687617716,1948100,30.35220718383789
2015-07-31,30.661775588989258,30.858082165412526,30.510768979319003,30.669324623377587,3344200,30.661775588989258
2015-08-03,30.68442726135254,30.858083863958015,30.53342064337031,30.699528211171927,1916100,30.68442726135254
2015-08-04,30.540966033935547,30.92603009132811,30.480562247562013,30.525865087342165,2236500,30.540966033935547
2015-08-05,30.563613891601562,30.805223259897947,30.412607316363605,30.707068553961648,2516100,30.563613891601562
2015-08-06,30.722166061401367,30.775017924788393,30.299351154305167,30.510758607853266,3190700,30.722166061401367
2015-08-07,30.775022506713867,30.805224398920345,30.48811317138523,30.722170635458014,1931400,30.775022506713867
2015-08-10,30.752370834350586,30.95622927520283,30.646667097659233,30.948680242672367,2323400,30.752370834350586
2015-08-11,31.061927795410156,31.144981540351413,30.63156100817849,30.714614753119747,2985900,31.061927795410156
