Price,Close,High,Low,Open,Volume,Adj Close
Ticker,SPGI,SPGI,SPGI,SPGI,SPGI,
Date,,,,,,
2015-01-02,80.03498840332031,81.1362986773942,79.03297078198412,81.04602824669206,979800,80.03498840332031
2015-01-05,78.61772155761719,79.61973927013186,78.4552388998837,79.30378929032835,2013600,78.61772155761719
2015-01-06,77.48028564453125,78.90658170159024,76.78518894518344,78.69895353644709,2286200,77.48028564453125
2015-01-07,78.5093765258789,78.59964693805084,77.5073591102312,78.03093714289578,1283200,78.5093765258789
2015-01-08,79.21348571777344,79.6919250423805,78.37395790134532,78.47325740877586,1593600,79.21348571777344
2015-01-09,78.53646850585938,79.4843251909793,78.0760803827561,79.15934614963487,1039900,78.53646850585938
2015-01-12,77.41710662841797,78.95172465234232,77.20044932439677,78.7982642273884,766100,77.41710662841797
2015-01-13,82.04804229736328,83.36600981239627,78.38300925025524,78.8704778194634,3777400,82.04804229736328
2015-01-14,80.25164031982422,81.19046796856045,79.11421358750249,80.8745111243876,2430900,80.25164031982422
2015-01-15,79.70095825195312,80.91962594829928,79.43916925408476,80.64880784369325,1091100,79.70095825195312
2015-01-16,81.93971252441406,82.02096072842582,78.3920303922526,79.51140570784393,2229100,81.93971252441406
2015-01-20,82.11119842529297,82.4181260143886,80.92864048165835,82.00286982551994,2370600,82.11119842529297
2015-01-21,81.87653350830078,82.37303124603075,80.97381535765935,81.2987944428657,1921300,81.87653350830078
2015-01-22,82.76119232177734,83.38406998937803,81.31684479788439,82.14734376322382,1217000,82.76119232177734
2015-01-23,82.8875961303711,83.61879576799306,82.34596651408836,82.41818563284451,1011200,82.8875961303711
2015-01-26,83.23961639404297,83.43821543318593,81.86748822198678,82.53549753685682,935700,83.23961639404297
2015-01-27,82.4993896484375,83.20350851973937,81.69597125557345,82.21052019130876,1091100,82.4993896484375
2015-01-28,80.37801361083984,83.23059898276408,80.11622455765321,83.05005813300389,1837100,80.37801361083984
2015-01-29,81.50640869140625,81.59667911357465,79.23155548448852,80.26968255740461,1960100,81.50640869140625
2015-01-30,80.7391128540039,81.62377277666049,80.28775378283831,80.45024332394564,2303700,80.7391128540039
2015-02-02,81.51543426513672,81.70500420962784,79.32182935432313,80.39605903977281,1424500,81.51543426513672
2015-02-03,84.83743286132812,84.91867416799805,82.50841898278098,82.93269750567808,2073000,84.83743286132812
2015-02-04,85.61378479003906,86.31791072199967,84.28679491415744,84.43122623470818,2016200,85.61378479003906
2015-02-05,86.55261993408203,86.65191948866078,85.32492261128426,85.75823038464547,1167600,86.55261993408203
2015-02-06,88.06015014648438,89.91974715966856,86.8143948068472,86.8143948068472,2077400,88.06015014648438
2015-02-09,87.47337341308594,88.03305415143504,87.15742349834184,87.70808201569224,782700,87.47337341308594
2015-02-10,88.29483795166016,88.52051743268348,86.96784150129248,87.69001859544356,808900,88.29483795166016
